"Codice fiscale
Steuernummer";"Repertorio
Repertoire";"Denominazione 
Bezeichnung";"Sezione (**)
Sektion";"Cognome Legale rapp.
Nachname Ges. Vertreter";"Nome Legale rapp.
Vorname Ges. Vertreter";"Rete 
Netzwerk";"Comune Sede legale
Gemeinsame Rechtssitz";"Provincia Sede legale
Provinz Rechtssitz";" 5x
1000";"Data Iscrizione
Anmeldedatum"
01304490509;135671;TABOR SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;MINUTI;PAOLO;No;PONTEDERA;PI;No;05/04/2024
94335850486;146813;TAB - TAKE AWAY BIBLIOGRAPHIES ETS;ALTRI ENTI DEL TERZO SETTORE;GASPARO;AZZURRA;No;FIRENZE;FI;No;07/01/2025
90027810069;140104;TABULA RASA - A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FERRO;ALESSANDRO;No;ACQUI TERME;AL;Si;29/07/2024
95324120633;84310;TABULARASA (ARTI-TEATRO-EDITORIA) ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LIBERTI;FRANCESCA;No;NAPOLI;NA;Si;21/12/2022
93554640156;162742;TABULA RASA GARAGE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FINOCCHIARO;KLAUS MATTIA;No;CORNAREDO;MI;No;08/01/2026
01841860628;120573;TABURNO DA VIVERE SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;PORTO;ANTONELLA;No;TORRECUSO;BN;No;26/07/2023
92524770010;41655;TACABANDA A.P.S. E.T.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MONTEU RICHIARDI;IVO;No;CASTELLAMONTE;TO;Si;27/01/2023
96484080583;1401;T'ACCOMPAGNO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CALEFFI;PRISCILLA;No;ROMA;RM;Si;15/02/2022
97995400153;152927;TACCUINI MUSICALI DI ALFREDO ETS;ALTRI ENTI DEL TERZO SETTORE;GALLUZZO;FRANCESCO;No;MILANO;MI;Si;18/04/2025
95246090104;139227;TACTA ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SEMINARA;LUCIA;No;GENOVA;GE;No;29/07/2024
92128720809;160287;TACTICAL RESCUE ASSOCIATION ETS;ALTRI ENTI DEL TERZO SETTORE;MASSEO;VINCENZO;No;REGGIO DI CALABRIA;RC;No;09/12/2025
91551460156;41109;TACTICAL SEARCH AND RESCUE ODV;ORGANIZZAZIONI DI VOLONTARIATO;PASSONI;MATTEO;No;GORGONZOLA;MI;No;22/07/2022
97795740014;63858;TACTUS APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GILLI;ELENA;No;TORINO;TO;No;28/10/2022
97296150820;146394;T.A.C.U.S. ARTE,  INTEGRAZIONE,  CULTURA -  ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CORSO;FLAVIA;No;PALERMO;PA;No;12/02/2025
93065470259;154602;TADALAB APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;NARD;PAOLA;No;BELLUNO;BL;Si;17/07/2025
90016690456;73973;TADDEOFILM APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RAVIOLI;FABIO;No;TRESANA;MS;Si;07/11/2022
91067190792;80797;TADDEUS APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CIZZA;CLEMENTINA;No;CROTONE;KR;No;26/01/2023
04529920409;35088;TADE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MELE;ROBERTA;No;CESENA;FC;Si;15/06/2022
04106840988;18300;"TADINI FORMAZIONE E LAVORO S.R.L. - IMPRESA SOCIALE ""IN LIQUIDAZI ONE""";IMPRESE SOCIALI;DASE';GIANCARLO;No;MONTICHIARI;BS;No;21/03/2022
93017440160;37420;T.A.E. TEATRO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ROZZONI;STEFANO;No;TREVIGLIO;BG;No;28/06/2022
00690910229;4131;TAGESMUTTER DEL TRENTINO - IL SORRISO SOCIETA' COOPERATIVA SOCIAL E;IMPRESE SOCIALI;PARISI;MARA;No;TRENTO;TN;Si;21/03/2022
98101720781;150236;TAGESMUTTER - I NIDI DELLE MAMME APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FORTEBRACCIO;MARGHERITA;No;RENDE;CS;Si;24/07/2025
02612390217;12277;TAGES SENIOR COOPERATIVA SOCIALE O.N.L.U.S. - TAGES SENIOR SOZIALGENOSSENSCHAFT O.N.L.U.S. - GEN.;IMPRESE SOCIALI;HALLER;ELFRIEDE;No;BOLZANO;BZ;No;21/03/2022
95152110243;139854;TAGETE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FAVARI;GAIA;No;FIRENZE;FI;No;01/08/2024
90057710668;118329;TAGLIACOZZO SPORT E TURISMO DI MONTAGNA APS ETS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MARCELLI;ALESSANDRO;No;TAGLIACOZZO;AQ;No;25/07/2024
92100300091;147663;TAGLIATE SENZA FRONTIERE ODV;ORGANIZZAZIONI DI VOLONTARIATO;GUALDI;LUCA;No;QUILIANO;SV;Si;23/12/2024
96592640583;143054;TAGLIO GENERAZIONALE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;IANNI;LORENZO;No;ANZIO;RM;Si;15/01/2025
11879400965;24420;TAGLI S.R.L. IMPRESA SOCIALE;IMPRESE SOCIALI;BAIA CURIONI;ILARIA;No;MILANO;MI;No;21/03/2022
03415260730;139637;TAGORE S.R.L. - IMPRESA SOCIALE ETS;IMPRESE SOCIALI;SCARINCI;MICHELE;No;TARANTO;TA;No;13/06/2024
01893200095;130715;TAG SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;SENTES;ADRIAN-SERGIU;No;CERIALE;SV;No;24/01/2024
02770280903;143884;TAG TEAM COOPERATIVA SOCIALE A R.L.;IMPRESE SOCIALI;ANGIONI;MARIOLINA;No;PORTO TORRES;SS;No;15/11/2024
92084350518;72969;TAHOMA' ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PALUANI;CHIARA;No;BIBBIENA;AR;Si;07/11/2022
92166240280;131582;TAI APS ETS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TOMASSO;VINCENZO;No;PADOVA;PD;No;02/01/2023
95107570137;62229;TAI CHI-KARATE LARIO ASD-APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RONCORONI;TIZIANO;No;COMO;CO;No;28/10/2022
94160660547;35639;TAI-CHI THERAPY ASSOCIAZIONE SPORTIVA DILETTANTISTICA - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TORCOLO;LUCA;No;PERUGIA;PG;Si;15/09/2022
95051550580;81229;TAIKA - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CHIHAJI;KHADIJA;No;VELLETRI;RM;No;27/12/2022
03592831204;124077;TAIKO ASSOCIAZIONE SPORTIVA DILETTANTISTICA - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LUNGHI;MARA;No;MONZUNO;BO;No;08/11/2023
03039270305;66036;TAILORING MEDICINE E MEDICI FVG ETS;ALTRI ENTI DEL TERZO SETTORE;GHIGLIA;ANNALISA;No;BAGNARIA ARSA;UD;No;13/01/2023
91123280686;132644;TAIM AUT ASD;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SOTO DUQUE;PATRICIA;No;CAPPELLE SUL TAVO;PE;No;04/01/2023
15236941009;25073;TAITLE INGEGNO MULTIFORME SOCIETA' COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA;IMPRESE SOCIALI;MORALDI;MANUELA;No;TOLFA;RM;No;21/03/2022
91147430598;102277;TAJ CLUB APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SINGH;BALJINDER;No;APRILIA;LT;No;07/04/2023
91099220740;148891;TAKA' APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CAROPRESO;MARIANGELA RITA;No;MESAGNE;BR;No;11/02/2025
05580280286;130109;TAKAI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;NALDO;WILLIAM;No;CITTADELLA;PD;No;10/04/2024
91307950377;92924;TAKAMORI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;OKADA;YUTARO;No;BOLOGNA;BO;No;03/01/2023
90058650749;149871;Takeawaypuglia.com - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ANDRISANI;MARISA;No;CEGLIE MESSAPICA;BR;Si;11/04/2025
93049080208;69534;TAKE CARE KIDS ODV;ORGANIZZAZIONI DI VOLONTARIATO;LAMBERT;CLAUDIO;No;CHIUSA;BZ;Si;07/11/2022
92268440283;142398;TAKE YOUR TIME APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CAVINATO;NICOLA;No;PADOVA;PD;Si;04/10/2024
90055390125;130983;TAKE YOUR TIME ASD APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CIRIGLIANO;LUCIANO;No;CASTELLANZA;VA;Si;21/05/2024
03224930598;124230;TAKIWATANGA RUGBY A.S.D. - A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BASCETTA;ALESSANDRO;No;CISTERNA DI LATINA;LT;No;13/11/2023
97726920016;106049;TAKSIM;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CINAR;MURAT;No;TORINO;TO;Si;11/05/2023
96620780583;151108;TAKUM - DALLA PARTE DEI BAMBINI;ALTRI ENTI DEL TERZO SETTORE;PERNO;CARLO FEDERICO;No;ROMA;RM;No;05/06/2025
91128270336;36543;TALABARKA - ODV;ORGANIZZAZIONI DI VOLONTARIATO;BANCE;YOUSSOUFOU;No;GOSSOLENGO;PC;Si;21/07/2022
05396650268;103934;TALAFI' SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;MOROSANU;SERGIU;No;VILLORBA;TV;No;27/02/2023
94323230485;120165;TALAKA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;YUKHNO;YULIYA;No;FIRENZE;FI;Si;12/09/2023
93559640722;159961;TALAMIA E.T.S;ALTRI ENTI DEL TERZO SETTORE;SARDELLA;ERIKA;No;MONOPOLI;BA;No;10/12/2025
93500820720;96302;TALEA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FASIELLO;GIULIA;No;BARI;BA;No;20/01/2023
90066710501;141822;TALEA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CARLONI;LUCA;No;PONSACCO;PI;No;14/11/2024
90037620391;35186;TALEA' APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MATRONOLA;ELISA;No;FAENZA;RA;No;15/06/2022
91007130130;37096;TALEA ASSOCIAZIONE FAMIGLIE E AMICI DEI DISABILI ODV;ORGANIZZAZIONI DI VOLONTARIATO;ZANFRINI;SILVANO;No;ALBESE CON CASSANO;CO;Si;30/06/2022
08399410722;110379;TALEA PRODUZIONI ETS;ALTRI ENTI DEL TERZO SETTORE;MATTIA;DARIO;No;BARI;BA;No;17/05/2023
92276100283;58117;TALEA TEATRO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BOZZA;GIANNI;No;PADOVA;PD;Si;21/10/2022
92061340516;48240;TALENT CENTER ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MONAMI;BRUNA;No;AREZZO;AR;No;12/09/2022
95174620658;102697;TALENTI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ARDITO;GERARDO;No;CAVA DE' TIRRENI;SA;No;24/03/2023
93094050502;60762;TALENTI AUTISTICI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FREDIANI;SARA;No;PISA;PI;Si;25/10/2022
08446980966;23057;TALENTI FRA LE NUVOLE COOPERATIVA SOCIALE O.N.L.U.S.;IMPRESE SOCIALI;LAMPUGNANI;GIULIA;No;MILANO;MI;No;21/03/2022
01951540812;8754;TALENTI SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;PUGLIESE;VINCENZO;No;CASTELVETRANO;TP;Si;21/03/2022
08589040727;28566;TALENTI SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;ROBERTO;ANTONIA;No;PUTIGNANO;BA;Si;07/04/2022
91074940742;119092;TALENTITALIA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ALBANESE;ANTONIO;No;CELLINO SAN MARCO;BR;Si;04/07/2023
90026280520;52964;TALENTI TINTINNANTI ODV;ORGANIZZAZIONI DI VOLONTARIATO;MANTOVANI;ENRICO;No;CASTIGLIONE D'ORCIA;SI;No;04/10/2022
12471440011;24605;TALENTIX IMPRESA SOCIALE SRL;IMPRESE SOCIALI;RIGANELLO;DANIELE;No;TORINO;TO;No;21/03/2022
94286290484;69243;TALENT POINT APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BOVINO;VANIA;No;FIRENZE;FI;No;07/11/2022
90166820275;131199;TALENTREE ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CASTEGNARO;CLAUDIA;No;NOALE;VE;No;02/02/2024
95183240654;31129;TALENTS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PALUMBO;ATTILIO;No;CAVA DE' TIRRENI;SA;Si;20/06/2022
92305410281;141020;TALENT SEED ODV;ORGANIZZAZIONI DI VOLONTARIATO;ZIGLIO;ANTONINO;No;PADOVA;PD;Si;05/11/2024
90101860584;155328;TALENTUM - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GALIETTA;SABATINA;No;MARINO;RM;Si;25/08/2025
92059640638;124579;TALENTUM ETS;ALTRI ENTI DEL TERZO SETTORE;RADANO;MARCELLO;No;OTTAVIANO;NA;Si;30/10/2023
93294950238;108067;TALENTUM ODV;ORGANIZZAZIONI DI VOLONTARIATO;BIASI;GIUSEPPE;No;VERONA;VR;Si;01/08/2023
02287510685;36556;TALENTUM SOCIETA'COOPERATIVA SOCIALE;IMPRESE SOCIALI;DI MARCO;ANDREA;No;MONTESILVANO;PE;No;24/06/2022
97377870825;124582;TALIA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LONGO;PIERANGELA;No;CASTRONOVO DI SICILIA;PA;Si;24/11/2023
16728261005;130897;TALIA MUTUA PET - SOCIETA' GENERALE DI MUTUO SOCCORSO;IMPRESE SOCIALI;BUONO;FILIPPO;No;ROMA;RM;No;21/03/2022
91012360755;93365;TALIANXA COMPAGNIA TEATRALE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DELLA ROCCA;GIUSEPPE;No;GALLIPOLI;LE;No;05/01/2023
91117330331;90742;TALIPU' APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FORLINI;VALENTINA;No;SAN GIORGIO PIACENTINO;PC;Si;23/12/2022
96557760582;124106;TALITA KUM APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FREDIANI;EUGENIO;No;ROMA;RM;Si;11/01/2024
93165690871;46243;TALITA KUM ASSOCIAZIONE;ALTRI ENTI DEL TERZO SETTORE;GIANINO;GIULIANA;No;CATANIA;CT;Si;16/11/2022
94078840017;113767;TALITAKUM ASSOCIAZIONE SPORTIVA DILETTANTISTICA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;GIACO';CIRO;No;CARIGNANO;TO;Si;12/09/2023
93086390635;117226;TALITA' KUM B.AD. BOYS APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PROSITTO;DAVIDE;No;CAIVANO;NA;Si;23/06/2023
02534150798;11695;"TALITA KUM COOPERATIVA SOCIALE DI TIPO ""A"" E ""B"" - ONLUS";IMPRESE SOCIALI;MARRA;GIUSEPPE;No;PETILIA POLICASTRO;KR;Si;21/03/2022
90094960573;125671;TALITA' KUM ESTOTE PARATI ODV;ORGANIZZAZIONI DI VOLONTARIATO;FIORUCCI;DAVID;No;POGGIO MIRTETO;RI;No;11/01/2024
95050270586;350;TALITA KUM - E.T.S.;ALTRI ENTI DEL TERZO SETTORE;FAGGION;FRANCESCA;No;VELLETRI;RM;Si;03/02/2022
97201460827;162770;TALITA' KUM  ETS;ALTRI ENTI DEL TERZO SETTORE;OLIVERI;NICOLE;No;PALERMO;PA;Si;04/02/2026
97132530839;72125;TALITA' KUM MESSINA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;SCHEPISI;CARMELO;No;MESSINA;ME;No;07/11/2022
92042510138;45022;TALITA' KUM ODV;ORGANIZZAZIONI DI VOLONTARIATO;BAIOCCO;GIANFRANCO;No;CALOLZIOCORTE;LC;No;18/08/2022
94104520369;83120;TALITA' KUM ODV;ORGANIZZAZIONI DI VOLONTARIATO;GROSOLI;MARIA ROSA;No;MODENA;MO;Si;01/12/2022
17977761000;150893;TALITHA KUM  SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;LEONE;GIULIA;No;ROMA;RM;No;04/03/2025
03698890781;96215;TALITHA SOCIETA' A RESPONSABILITA' LIMITATA - IMPRESA SOCIALE;IMPRESE SOCIALI;LUCCISANO;MARIA;No;CASTROVILLARI;CS;No;19/01/2023
91062140214;150536;TALKING WATERS SOCIETY;ORGANIZZAZIONI DI VOLONTARIATO;GRUENER;PAUL;No;SENALES;BZ;No;05/03/2025
94118700718;137865;TALLANDISHAT TE KATUNDI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VASTI;FRANCESCO ANTONIO;No;CASALVECCHIO DI PUGLIA;FG;No;25/06/2024
92567290157;97292;TALLER DELLE TERRE ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;LOSIO;GIACOMO;No;LODI;LO;Si;22/03/2023
97918680014;160346;TAMANGO A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MAIDA;MANFREDI MARIA;No;TORINO;TO;No;09/12/2025
02142470547;117067;TAMAT;ALTRI ENTI DEL TERZO SETTORE;DELLA VECCHIA;LUCIANO;No;PERUGIA;PG;Si;07/06/2023
91380540376;154806;TAMATA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ANTONELLO ARNO;ARNO MARCELLO;No;CASTENASO;BO;No;11/09/2025
90244620739;137797;TAMBURI DEL BARONE DI FREGANIUS A.P.S;ASSOCIAZIONI DI PROMOZIONE SOCIALE;DATTISI;NICOLA;No;FRAGAGNANO;TA;Si;12/07/2024
01472420395;1268;TAMBURI MEDIOEVALI DI BRISIGHELLA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CASADIO;MATTIA;No;BRISIGHELLA;RA;Si;14/02/2022
01696380433;157230;TAMBURINI DEL SERAFINO ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;TAMBELLA;LUCA;No;SARNANO;MC;No;02/09/2025
91393690374;98184;TAMBURINI E SBANDIERATORI DEL BORGO ETS;ALTRI ENTI DEL TERZO SETTORE;COIA;DEBORA;No;MEDICINA;BO;Si;04/05/2023
02739880785;83492;TAMBURINO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PIGNATARO;MARIA CARMELA;No;CORIGLIANO-ROSSANO;CS;Si;28/11/2022
08473531211;23076;TAM COOPERATIVA SOCIALE;IMPRESE SOCIALI;MATASCIOLI;FABIO;No;SAN GIORGIO A CREMANO;NA;No;21/03/2022
09849631214;1744;TAMLAB S.R.L. - IMPRESA SOCIALE;IMPRESE SOCIALI;BORROSO;AGOSTINO;No;NAPOLI;NA;No;21/03/2022
98060730789;46745;T.A.M.M. APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PETTINATO;ALESSANDRA;No;ACRI;CS;Si;05/09/2022
92045000269;53495;TAMMI ASSOCIAZIONE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VIDORIN;TANIA;No;CAVASO DEL TOMBA;TV;Si;10/10/2022
94217770638;90908;TAMOTANGO ETS;ALTRI ENTI DEL TERZO SETTORE;DONISI;STEFI;No;NAPOLI;NA;Si;01/02/2023
90075380098;142110;TAMO-TOIRANO AGGREGAZIONE MOVIMENTO OPPORTUNITA' - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;RANDO;VINCENZO;No;TOIRANO;SV;No;22/11/2024
04824260758;19588;TAM - SOCIETA' COOPERATIVA SOCIALE IN LIQUIDAZIONE;IMPRESE SOCIALI;PARISI;ANTONIO;No;LECCE;LE;No;21/03/2022
92049830851;64435;TAM TAM;ORGANIZZAZIONI DI VOLONTARIATO;FALZONE;ZULEMA;No;SAN CATALDO;CL;No;04/11/2022
91006660632;118491;TAM TAM BRASILE ODV;ORGANIZZAZIONI DI VOLONTARIATO;SCOTTO DI GREGORIO;GENNARO;No;PROCIDA;NA;Si;02/08/2023
97254090588;130450;TAMTAM CULTURA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;QUATTROCCHI;CONCETTA PIETRA;No;ROMA;RM;Si;08/04/2024
90024180482;76928;TAM TAM MUGELLO ODV;ORGANIZZAZIONI DI VOLONTARIATO;SABATINI;MICHELE;No;FIRENZUOLA;FI;Si;07/11/2022
94029280222;39913;TAM TAM PER KOROGOCHO;ORGANIZZAZIONI DI VOLONTARIATO;ZALLA;ROBERTA;No;ROVERETO;TN;No;20/07/2022
97536050152;102656;TAM TAM PER RANDAGI ODV;ORGANIZZAZIONI DI VOLONTARIATO;VERGINELLA;NOEMI;No;ZIBIDO SAN GIACOMO;MI;Si;16/02/2023
01295470296;5685;TAM TAM - SOCIETA' COOPERATIVA SOCIALE ONLUS;IMPRESE SOCIALI;SPEDO;ENRICO;No;BADIA POLESINE;RO;No;21/03/2022
03776520268;80433;T.A.M. THE ART OF MUSIC ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BONONI;MARISA;No;SALGAREDA;TV;Si;06/06/2023
95159480631;74142;TAM - TIENI A MENTE;ORGANIZZAZIONI DI VOLONTARIATO;MATASCIOLI;FABIO;No;SAN GIORGIO A CREMANO;NA;Si;07/11/2022
93217880231;120056;TAMZARA' - GRUPPO DANZE POPOLARI VERONA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BRANCALEONI;MAURIZIO;No;VERONA;VR;No;06/09/2023
96575440589;133546;TANA DEI CUCCIOLI ODV;ORGANIZZAZIONI DI VOLONTARIATO;MARCIANO;ROSANNA;No;ROMA;RM;Si;30/04/2024
97845700588;116402;TANA LIBERA TUTTI;ORGANIZZAZIONI DI VOLONTARIATO;TARANTO;ELVIRA;No;ROMA;RM;No;07/11/2022
94075890585;139835;TANA LIBERA TUTTI;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MARIOZZI;CECILIA;No;AFFILE;RM;No;06/02/2025
02487880565;156105;TANA LIBERA TUTTI APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CHIOVELLI;VALENTINA;No;MONTEFIASCONE;VT;No;15/09/2025
92161120347;42553;TANALIBERATUTTI - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;COCCOI;SANDRO;No;TRAVERSETOLO;PR;Si;03/08/2022
92316950283;145574;TANA LIBERA TUTTI ASD - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PONCHIO;CHIARA;No;RUBANO;PD;Si;17/12/2024
93119250665;137018;TANA LIBERA TUTTI ETS;ALTRI ENTI DEL TERZO SETTORE;UCCELLO;SAMANTHA;No;L'AQUILA;AQ;Si;02/07/2024
93076300719;148292;TANA LIBERA TUTTI SEMPRE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;IACUBINO;FEDERICA MARIA GRAZIA;No;APRICENA;FG;Si;28/02/2025
02457630420;11209;TANALIBERATUTTI - SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;ALCIDI;SILVIA;No;ANCONA;AN;Si;21/03/2022
90011170199;158201;TANA LIBERI TUTTI - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CAVAZZINI;IVANA;No;PIADENA DRIZZONA;CR;Si;04/09/2025
93100100382;34671;TANA LIBERI TUTTI ODV;ORGANIZZAZIONI DI VOLONTARIATO;PASQUALI EVANGELISTI I;LAURA;No;FERRARA;FE;Si;15/06/2022
97835380581;52436;TANA LIBERO TUTTI - ODV;ORGANIZZAZIONI DI VOLONTARIATO;PROIETTI PANNUNZI;STEFANIA;No;ROMA;RM;Si;19/09/2022
90065250046;154240;TANARO LIBERA TUTTI ODV;ORGANIZZAZIONI DI VOLONTARIATO;PIZZIGALLI;ENRICO;No;CORNELIANO D'ALBA;CN;Si;22/12/2025
92074520054;48731;TANARO SKATE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;VEILUVA;MIRKO;No;ASTI;AT;No;15/07/2022
96460190588;40662;TANA VERDE APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;FELICETTI;GIORGIA;No;MONTEROTONDO;RM;No;17/10/2022
03953760927;104757;TANCA CLUB A.P.S.;ASSOCIAZIONI DI PROMOZIONE SOCIALE;CABRAS;FRANCESCA;No;TEULADA;SU;No;20/03/2023
90079640570;140390;TANCIA HOSTEL HOUSE ASD APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;IACOANGELI;MARCO;No;MONTE SAN GIOVANNI IN SABINA;RI;No;26/07/2024
95645710013;79243;TANDEM 2.0 ASS. SPORTIVA DILETTANTISTICA APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;PIGNATTA;VIRGINIA;No;RIVALTA DI TORINO;TO;Si;21/12/2022
92017910727;37905;TANDEM - APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;ALBRIZIO;CARMELA ANNA LISA;No;BISCEGLIE;BT;Si;05/07/2022
91097500937;52126;TANDEM ARTE IN MOVIMENTO APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;BUORO;ROBERTA;No;PORDENONE;PN;No;05/10/2022
94011020172;162676;TANDEM - ASSOCIAZIONE DI PROMOZIONE SOCIALE;ASSOCIAZIONI DI PROMOZIONE SOCIALE;INVERNALI;PAOLA;No;MONTICHIARI;BS;Si;27/01/2026
94030350154;49060;TANDEM ASSOCIAZIONE VOLONTARI RONCHESI ODV;ORGANIZZAZIONI DI VOLONTARIATO;CEREDA;MARIA ANGELA;No;RONCO BRIANTINO;MB;Si;20/09/2022
02371750510;135992;TANDEM COOPERATIVA SOCIALE A RESPONSABILITA' LIMITATA;IMPRESE SOCIALI;CORADESCHI;EMANUELE;No;AREZZO;AR;No;05/04/2024
01112180896;4938;TANDEM COOP.SOCIALE;IMPRESE SOCIALI;;;No;SIRACUSA;SR;No;21/03/2022
94188690369;53044;TANDEM curati e curanti insieme per la formazione APS;ASSOCIAZIONI DI PROMOZIONE SOCIALE;MALMUSI;GIULIO;No;MODENA;MO;Si;10/10/2022
90009460206;103570;TANDEM DI GOITO - ODV;ORGANIZZAZIONI DI VOLONTARIATO;GUINDOLINI;MARIA CARLA;No;GOITO;MN;Si;27/02/2023
90070260022;57356;TANDEM ETS ODV;ORGANIZZAZIONI DI VOLONTARIATO;PICCIONI;LUCIANO;No;BIELLA;BI;No;13/10/2022
00445110216;3907;TANDEM RADIO POPOLARE - COOPERATIVA SOCIALE O.N.L.U.S.;IMPRESE SOCIALI;VACCARO;ANTONIO;No;BOLZANO;BZ;Si;21/03/2022
07532110637;22406;TANDEM SOCIETA' COOPERATIVA SOCIALE;IMPRESE SOCIALI;MEOLI;VINCENZO;No;BENEVENTO;BN;No;21/03/2022
